Package Name,Destination,Duration,Price,Package Description
Romantic Brazil Package 2901,Brazil,12,128887,"Experience a romantic 12-day trip to Brazil. This package includes football matches, carnival celebrations and rainforest treks."
Heritage France Package 2902,France,3,435338,"Experience a heritage 3-day trip to France. This package includes cheese tasting, wine tasting and river cruises."
Relaxing Shimla Package 2903,Shimla,8,57924,"Experience a relaxing 8-day trip to Shimla. This package includes mall road shopping, toy train rides and colonial architecture tours."
Modern Bali Package 2904,Bali,12,227163,"Experience a modern 12-day trip to Bali. This package includes scuba diving, rice terrace treks and yoga retreats."
Romantic Bali Package 2905,Bali,13,467982,"Experience a romantic 13-day trip to Bali. This package includes rice terrace treks, temple visits and yoga retreats."
Cultural Australia Package 2906,Australia,5,394469,"Experience a cultural 5-day trip to Australia. This package includes outback adventures, great barrier reef diving and koala sanctuaries."
Family-friendly Ladakh Package 2907,Ladakh,7,186908,"Experience a family-friendly 7-day trip to Ladakh. This package includes camping under stars, high altitude trekking and monastery visits."
Scenic Ladakh Package 2908,Ladakh,6,87746,"Experience a scenic 6-day trip to Ladakh. This package includes monastery visits, mountain biking and camping under stars."
Relaxing Varanasi Package 2909,Varanasi,10,24312,"Experience a relaxing 10-day trip to Varanasi. This package includes silk weaving tours, ganga aarti and street food walks."
Premium Turkey Package 2910,Turkey,3,271468,"Experience a premium 3-day trip to Turkey. This package includes carpet weaving workshops, bazaar shopping and blue voyage cruises."
Luxury Japan Package 2911,Japan,4,262869,"Experience a luxury 4-day trip to Japan. This package includes tea ceremonies, bullet train rides and sushi tasting."
Premium Bali Package 2912,Bali,11,296625,"Experience a premium 11-day trip to Bali. This package includes surfing lessons, monkey forest tours and rice terrace treks."
Modern Turkey Package 2913,Turkey,10,223608,"Experience a modern 10-day trip to Turkey. This package includes mosque tours, hot air balloon rides and carpet weaving workshops."
Modern Australia Package 2914,Australia,12,262033,"Experience a modern 12-day trip to Australia. This package includes kangaroo spotting, opera house tours and outback adventures."
Backpacker Manali Package 2915,Manali,4,126594,"Experience a backpacker 4-day trip to Manali. This package includes paragliding, temple visits and skiing."
Adventurous Thailand Package 2916,Thailand,8,395612,"Experience a adventurous 8-day trip to Thailand. This package includes island hopping, elephant sanctuaries and temple visits."
Backpacker Brazil Package 2917,Brazil,6,159530,"Experience a backpacker 6-day trip to Brazil. This package includes rainforest treks, carnival celebrations and samba dancing."
Relaxing Italy Package 2918,Italy,11,84244,"Experience a relaxing 11-day trip to Italy. This package includes colosseum tours, gondola rides and gelato tasting."
Relaxing Switzerland Package 2919,Switzerland,14,330734,"Experience a relaxing 14-day trip to Switzerland. This package includes lake cruises, skiing and scenic train rides."
Family-friendly Ladakh Package 2920,Ladakh,4,80703,"Experience a family-friendly 4-day trip to Ladakh. This package includes high altitude trekking, pangong lake tours and monastery visits."
Scenic Hawaii Package 2921,Hawaii,5,102660,"Experience a scenic 5-day trip to Hawaii. This package includes volcano tours, beach surfing and luau feasts."
Modern Hawaii Package 2922,Hawaii,5,267113,"Experience a modern 5-day trip to Hawaii. This package includes beach surfing, luau feasts and volcano tours."
Relaxing Jaipur Package 2923,Jaipur,5,22201,"Experience a relaxing 5-day trip to Jaipur. This package includes palace visits, bazaar shopping and camel rides."
Cultural Italy Package 2924,Italy,3,437209,"Experience a cultural 3-day trip to Italy. This package includes gelato tasting, gondola rides and fashion district shopping."
Family-friendly Japan Package 2925,Japan,5,300252,"Experience a family-friendly 5-day trip to Japan. This package includes anime district tours, bullet train rides and temple tours."
Backpacker Bhutan Package 2926,Bhutan,13,156381,"Experience a backpacker 13-day trip to Bhutan. This package includes festival dances, archery matches and mountain pass tours."
Luxury Hawaii Package 2927,Hawaii,4,351700,"Experience a luxury 4-day trip to Hawaii. This package includes beach surfing, whale watching and helicopter tours."
Heritage Kenya Package 2928,Kenya,10,481569,"Experience a heritage 10-day trip to Kenya. This package includes bird watching, beach relaxation and tribal village visits."
Luxury Manali Package 2929,Manali,7,17525,"Experience a luxury 7-day trip to Manali. This package includes hot springs, temple visits and paragliding."
Cultural Shimla Package 2930,Shimla,3,108721,"Experience a cultural 3-day trip to Shimla. This package includes ice skating, nature walks and mall road shopping."
Luxury Australia Package 2931,Australia,11,125070,"Experience a luxury 11-day trip to Australia. This package includes great barrier reef diving, surfing lessons and outback adventures."
Scenic Italy Package 2932,Italy,9,374524,"Experience a scenic 9-day trip to Italy. This package includes fashion district shopping, gondola rides and wine vineyard visits."
Luxury Varanasi Package 2933,Varanasi,12,99348,"Experience a luxury 12-day trip to Varanasi. This package includes silk weaving tours, boat rides and street food walks."
Family-friendly Varanasi Package 2934,Varanasi,13,127514,"Experience a family-friendly 13-day trip to Varanasi. This package includes boat rides, temple tours and silk weaving tours."
Scenic Switzerland Package 2935,Switzerland,8,155910,"Experience a scenic 8-day trip to Switzerland. This package includes mountain hiking, lake cruises and skiing."
Family-friendly Shimla Package 2936,Shimla,12,145585,"Experience a family-friendly 12-day trip to Shimla. This package includes colonial architecture tours, mall road shopping and toy train rides."
Backpacker Turkey Package 2937,Turkey,11,481722,"Experience a backpacker 11-day trip to Turkey. This package includes hot air balloon rides, bazaar shopping and carpet weaving workshops."
Backpacker Australia Package 2938,Australia,5,409557,"Experience a backpacker 5-day trip to Australia. This package includes opera house tours, great barrier reef diving and koala sanctuaries."
Relaxing Kenya Package 2939,Kenya,6,367734,"Experience a relaxing 6-day trip to Kenya. This package includes wildlife safari, bird watching and mountain climbing."
Heritage Andaman Package 2940,Andaman,4,179034,"Experience a heritage 4-day trip to Andaman. This package includes scuba diving, island hopping and mangrove kayaking."
Romantic Brazil Package 2941,Brazil,4,335430,"Experience a romantic 4-day trip to Brazil. This package includes carnival celebrations, copacabana beach and football matches."
Luxury Manali Package 2942,Manali,11,175355,"Experience a luxury 11-day trip to Manali. This package includes hot springs, mountain trekking and skiing."
Romantic Udaipur Package 2943,Udaipur,11,28393,"Experience a romantic 11-day trip to Udaipur. This package includes vintage car rides, puppet shows and heritage walks."
Cultural France Package 2944,France,7,227498,"Experience a cultural 7-day trip to France. This package includes cheese tasting, wine tasting and river cruises."
Modern Manali Package 2945,Manali,9,131456,"Experience a modern 9-day trip to Manali. This package includes paragliding, river rafting and temple visits."
Adventurous Manali Package 2946,Manali,3,50762,"Experience a adventurous 3-day trip to Manali. This package includes skiing, river rafting and paragliding."
Cultural Rishikesh Package 2947,Rishikesh,4,186555,"Experience a cultural 4-day trip to Rishikesh. This package includes yoga retreats, meditation sessions and bungee jumping."
Luxury Andaman Package 2948,Andaman,4,82942,"Experience a luxury 4-day trip to Andaman. This package includes beach camping, scuba diving and mangrove kayaking."
Heritage Shimla Package 2949,Shimla,8,184134,"Experience a heritage 8-day trip to Shimla. This package includes mall road shopping, ice skating and apple orchard visits."
Backpacker Goa Package 2950,Goa,9,64553,"Experience a backpacker 9-day trip to Goa. This package includes beach parties, church visits and water sports."
Heritage Bhutan Package 2951,Bhutan,14,304571,"Experience a heritage 14-day trip to Bhutan. This package includes festival dances, archery matches and monastery treks."
Luxury Manali Package 2952,Manali,4,168307,"Experience a luxury 4-day trip to Manali. This package includes paragliding, mountain trekking and skiing."
Relaxing Rishikesh Package 2953,Rishikesh,7,183312,"Experience a relaxing 7-day trip to Rishikesh. This package includes yoga retreats, river rafting and cliff jumping."
Scenic Manali Package 2954,Manali,10,80715,"Experience a scenic 10-day trip to Manali. This package includes river rafting, skiing and hot springs."
Backpacker Hawaii Package 2955,Hawaii,8,329659,"Experience a backpacker 8-day trip to Hawaii. This package includes volcano tours, beach surfing and snorkeling."
Heritage Andaman Package 2956,Andaman,8,58716,"Experience a heritage 8-day trip to Andaman. This package includes mangrove kayaking, island hopping and glass bottom boat rides."
Luxury Brazil Package 2957,Brazil,5,415193,"Experience a luxury 5-day trip to Brazil. This package includes christ the redeemer visits, football matches and samba dancing."
Romantic Italy Package 2958,Italy,12,123794,"Experience a romantic 12-day trip to Italy. This package includes wine vineyard visits, colosseum tours and pasta making classes."
Family-friendly Kerala Package 2959,Kerala,13,47795,"Experience a family-friendly 13-day trip to Kerala. This package includes spice garden walks, kathakali shows and houseboat cruises."
Scenic Turkey Package 2960,Turkey,8,70174,"Experience a scenic 8-day trip to Turkey. This package includes turkish bath, blue voyage cruises and hot air balloon rides."
Cultural Thailand Package 2961,Thailand,4,263212,"Experience a cultural 4-day trip to Thailand. This package includes elephant sanctuaries, muay thai shows and island hopping."
Adventurous Australia Package 2962,Australia,4,414503,"Experience a adventurous 4-day trip to Australia. This package includes koala sanctuaries, surfing lessons and kangaroo spotting."
